year,avg_temp,anomaly
2010,54.2,1.3
2011,54.6,1.7
2012,56.0,3.1
2013,53.7,0.8
2014,54.8,1.9
2015,54.9,2.0
2016,55.5,2.6
2017,56.4,3.5
2018,55.5,2.6
2019,54.5,1.6
2020,56.0,3.1
2021,55.4,2.5
