year,avg_temp,anomaly
2010,27.4,1.4
2011,27.0,1.0
2012,24.3,-1.7
2013,27.8,1.8
2014,30.3,4.3
2015,30.0,4.0
2016,31.9,5.9
2017,29.3,3.3
2018,30.4,4.4
2019,32.2,6.2
2020,27.5,1.5
2021,26.5,0.5
