year,avg_temp,anomaly
2010,47.1,0.6
2011,46.3,-0.2
2012,48.0,1.5
2013,47.6,1.1
2014,49.6,3.1
2015,50.4,3.9
2016,48.8,2.3
2017,48.0,1.5
2018,48.4,1.9
2019,47.1,0.6
2020,48.8,2.3
2021,49.2,2.7
