year,avg_temp,anomaly
2010,44.6,4.5
2011,42.8,2.7
2012,43.9,3.8
2013,42.0,1.9
2014,41.2,1.1
2015,41.2,1.1
2016,43.3,3.2
2017,42.4,2.3
2018,41.8,1.7
2019,40.7,0.6
2020,43.5,3.4
2021,44.2,4.1
