year,avg_temp,anomaly
2010,66.5,0.1
2011,67.7,1.3
2012,68.7,2.3
2013,66.3,-0.1
2014,65.1,-1.3
2015,68.1,1.7
2016,68.7,2.3
2017,68.7,2.3
2018,67.8,1.4
2019,67.7,1.3
2020,68.2,1.8
2021,67.5,1.1
