year,avg_temp,anomaly
2010,44.9,3.6
2011,44.3,3.0
2012,45.9,4.6
2013,43.2,1.9
2014,42.0,0.7
2015,42.6,1.3
2016,44.7,3.4
2017,43.8,2.5
2018,43.2,1.9
2019,41.9,0.6
2020,44.8,3.5
2021,45.0,3.7
