year,avg_temp,anomaly
2010,50.4,3.5
2011,49.7,2.8
2012,51.3,4.4
2013,48.8,1.9
2014,47.7,0.8
2015,48.5,1.6
2016,50.3,3.4
2017,49.6,2.7
2018,49.5,2.6
2019,48.5,1.6
2020,50.9,4.0
2021,50.8,3.9
