year,avg_temp,anomaly
2010,47.1,3.5
2011,45.6,2.0
2012,48.4,4.8
2013,44.1,0.5
2014,41.9,-1.7
2015,45.1,1.5
2016,47.4,3.8
2017,46.3,2.7
2018,45.1,1.5
2019,43.9,0.3
2020,46.5,2.9
2021,47.4,3.8
