year,avg_temp,anomaly
2010,48.2,0.7
2011,48.4,0.9
2012,52.1,4.6
2013,46.7,-0.8
2014,45.5,-2.0
2015,49.3,1.8
2016,50.7,3.2
2017,50.0,2.5
2018,47.5,0.0
2019,46.8,-0.7
2020,49.2,1.7
2021,50.0,2.5
