year,avg_temp,anomaly
2010,51.4,3.4
2011,50.9,2.9
2012,52.5,4.5
2013,49.8,1.8
2014,48.7,0.7
2015,49.8,1.8
2016,51.8,3.8
2017,50.9,2.9
2018,50.8,2.8
2019,49.8,1.8
2020,51.8,3.8
2021,51.4,3.4
