year,avg_temp,anomaly
2010,56.0,0.5
2011,56.9,1.4
2012,58.4,2.9
2013,55.0,-0.5
2014,54.3,-1.2
2015,56.6,1.1
2016,57.9,2.4
2017,57.8,2.3
2018,57.0,1.5
2019,57.5,2.0
2020,57.1,1.6
2021,57.0,1.5
