year,avg_temp,anomaly
2010,61.2,0.8
2011,61.8,1.4
2012,63.6,3.2
2013,59.6,-0.8
2014,58.7,-1.7
2015,61.4,1.0
2016,62.8,2.4
2017,62.5,2.1
2018,61.2,0.8
2019,61.2,0.8
2020,61.2,0.8
2021,61.3,0.9
