year,avg_temp,anomaly
2010,55.9,1.1
2011,57.0,2.2
2012,57.6,2.8
2013,55.1,0.3
2014,54.4,-0.4
2015,56.5,1.7
2016,57.1,2.3
2017,57.3,2.5
2018,56.6,1.8
2019,57.5,2.7
2020,57.4,2.6
2021,57.1,2.3
