year,avg_temp,anomaly
2010,54.7,3.2
2011,54.9,3.4
2012,55.9,4.4
2013,53.2,1.7
2014,51.9,0.4
2015,53.9,2.4
2016,55.0,3.5
2017,54.6,3.1
2018,54.2,2.7
2019,54.3,2.8
2020,55.5,4.0
2021,55.1,3.6
