year,avg_temp,anomaly
2010,46.2,1.6
2011,45.4,0.8
2012,48.3,3.7
2013,45.1,0.5
2014,46.1,1.5
2015,47.4,2.8
2016,47.3,2.7
2017,47.9,3.3
2018,47.2,2.6
2019,45.3,0.7
2020,47.3,2.7
2021,47.5,2.9
