year,avg_temp,anomaly
2010,60.3,0.6
2011,61.6,1.9
2012,63.2,3.5
2013,58.8,-0.9
2014,58.9,-0.8
2015,60.8,1.1
2016,62.3,2.6
2017,61.8,2.1
2018,60.2,0.5
2019,59.9,0.2
2020,60.7,1.0
2021,60.8,1.1
