year,avg_temp,anomaly
2010,52.1,0.5
2011,53.5,1.9
2012,54.3,2.7
2013,51.8,0.2
2014,50.8,-0.8
2015,53.1,1.5
2016,54.1,2.5
2017,54.0,2.4
2018,53.3,1.7
2019,54.2,2.6
2020,54.0,2.4
2021,53.6,2.0
