year,avg_temp,anomaly
2010,45.1,0.5
2011,44.8,0.2
2012,49.3,4.7
2013,44.0,-0.6
2014,43.7,-0.9
2015,47.5,2.9
2016,48.4,3.8
2017,46.8,2.2
2018,44.1,-0.5
2019,42.3,-2.3
2020,46.8,2.2
2021,48.0,3.4
