year,avg_temp,anomaly
2010,50.1,2.0
2011,50.4,2.3
2012,51.8,3.7
2013,49.0,0.9
2014,47.4,-0.7
2015,49.5,1.4
2016,50.9,2.8
2017,50.6,2.5
2018,49.8,1.7
2019,49.9,1.8
2020,51.2,3.1
2021,51.2,3.1
