year,avg_temp,anomaly
2010,46.0,3.7
2011,44.9,2.6
2012,46.6,4.3
2013,44.2,1.9
2014,43.1,0.8
2015,43.6,1.3
2016,45.7,3.4
2017,44.9,2.6
2018,44.5,2.2
2019,43.3,1.0
2020,45.9,3.6
2021,46.1,3.8
