year,avg_temp,anomaly
2010,43.3,0.7
2011,42.4,-0.2
2012,45.1,2.5
2013,43.7,1.1
2014,45.1,2.5
2015,46.4,3.8
2016,45.1,2.5
2017,44.3,1.7
2018,44.5,1.9
2019,43.0,0.4
2020,44.3,1.7
2021,45.4,2.8
