year,avg_temp,anomaly
2010,50.1,0.6
2011,49.6,0.1
2012,52.4,2.9
2013,50.5,1.0
2014,53.0,3.5
2015,52.9,3.4
2016,51.9,2.4
2017,52.2,2.7
2018,52.0,2.5
2019,49.9,0.4
2020,52.4,2.9
2021,52.5,3.0
