year,avg_temp,anomaly
2010,52.0,3.4
2011,51.6,3.0
2012,52.9,4.3
2013,50.7,2.1
2014,49.7,1.1
2015,50.4,1.8
2016,52.2,3.6
2017,51.5,2.9
2018,51.6,3.0
2019,50.6,2.0
2020,52.8,4.2
2021,52.5,3.9
