year,avg_temp,anomaly
2010,63.0,-0.4
2011,64.6,1.2
2012,65.5,2.1
2013,63.4,0.0
2014,63.0,-0.4
2015,65.3,1.9
2016,65.8,2.4
2017,65.8,2.4
2018,65.1,1.7
2019,66.2,2.8
2020,65.6,2.2
2021,64.6,1.2
