year,avg_temp,anomaly
2010,49.3,0.9
2011,48.8,0.4
2012,52.7,4.3
2013,48.5,0.1
2014,48.0,-0.4
2015,50.8,2.4
2016,51.7,3.3
2017,50.7,2.3
2018,48.3,-0.1
2019,47.5,-0.9
2020,50.6,2.2
2021,51.1,2.7
