year,avg_temp,anomaly
2010,69.2,-0.9
2011,71.7,1.6
2012,71.9,1.8
2013,71.7,1.6
2014,70.6,0.5
2015,73.4,3.3
2016,72.5,2.4
2017,72.8,2.7
2018,72.3,2.2
2019,73.2,3.1
2020,73.2,3.1
2021,72.2,2.1
