year,avg_temp,anomaly
2010,65.1,0.5
2011,67.3,2.7
2012,67.8,3.2
2013,65.1,0.5
2014,64.9,0.3
2015,65.8,1.2
2016,67.2,2.6
2017,67.3,2.7
2018,66.0,1.4
2019,65.9,1.3
2020,66.9,2.3
2021,66.2,1.6
