year,avg_temp,anomaly
2010,48.3,0.7
2011,47.6,0.0
2012,50.9,3.3
2013,47.8,0.2
2014,50.4,2.8
2015,50.7,3.1
2016,50.2,2.6
2017,50.7,3.1
2018,50.4,2.8
2019,47.9,0.3
2020,50.4,2.8
2021,50.7,3.1
