year,avg_temp,anomaly
2010,55.2,0.7
2011,55.6,1.1
2012,58.6,4.1
2013,53.6,-0.9
2014,52.9,-1.6
2015,55.8,1.3
2016,57.4,2.9
2017,57.2,2.7
2018,55.2,0.7
2019,55.0,0.5
2020,55.8,1.3
2021,56.3,1.8
