year,avg_temp,anomaly
2010,62.7,-0.4
2011,63.8,0.7
2012,64.9,1.8
2013,62.6,-0.5
2014,62.0,-1.1
2015,64.6,1.5
2016,65.3,2.2
2017,65.0,1.9
2018,64.5,1.4
2019,65.4,2.3
2020,64.9,1.8
2021,64.2,1.1
