year,avg_temp,anomaly
2010,55.9,2.1
2011,56.5,2.7
2012,57.5,3.7
2013,54.7,0.9
2014,53.6,-0.2
2015,55.4,1.6
2016,56.5,2.7
2017,56.7,2.9
2018,55.9,2.1
2019,56.6,2.8
2020,57.2,3.4
2021,56.8,3.0
