Date,Value,Anomaly
201012,45.5,3.1
201112,44.1,1.7
201212,47.4,5.0
201312,41.8,-0.6
201412,40.2,-2.2
201512,44.8,2.4
201612,46.2,3.8
201712,44.7,2.3
201812,43.2,0.8
201912,42.1,-0.3
202012,44.8,2.4
202112,45.8,3.4
