Date,Value,Anomaly
201012,41.6,0.5
201112,41.6,0.5
201212,44.5,3.4
201312,42.4,1.3
201412,41.9,0.8
201512,44.9,3.8
201612,44.6,3.5
201712,43.2,2.1
201812,41.3,0.2
201912,39.9,-1.2
202012,43.3,2.2
202112,44.0,2.9
