Date,Value,Anomaly
201012,51.4,3.4
201112,50.9,2.9
201212,52.5,4.5
201312,49.8,1.8
201412,48.7,0.7
201512,49.8,1.8
201612,51.8,3.8
201712,50.9,2.9
201812,50.8,2.8
201912,49.8,1.8
202012,51.8,3.8
202112,51.4,3.4
