Date,Value,Anomaly
201012,44.9,3.6
201112,44.3,3.0
201212,45.9,4.6
201312,43.2,1.9
201412,42.0,0.7
201512,42.6,1.3
201612,44.7,3.4
201712,43.8,2.5
201812,43.2,1.9
201912,41.9,0.6
202012,44.8,3.5
202112,45.0,3.7
