Date,Value,Anomaly
201012,54.7,3.2
201112,54.9,3.4
201212,55.9,4.4
201312,53.2,1.7
201412,51.9,0.4
201512,53.9,2.4
201612,55.0,3.5
201712,54.6,3.1
201812,54.2,2.7
201912,54.3,2.8
202012,55.5,4.0
202112,55.1,3.6
