Date,Value,Anomaly
201012,59.0,0.5
201112,60.4,1.9
201212,60.7,2.2
201312,58.6,0.1
201412,58.4,-0.1
201512,60.5,2.0
201612,60.8,2.3
201712,61.0,2.5
201812,60.4,1.9
201912,61.3,2.8
202012,60.8,2.3
202112,60.2,1.7
