Date,Value,Anomaly
201012,42.8,2.7
201112,42.0,1.9
201212,45.2,5.1
201312,39.3,-0.8
201412,38.6,-1.5
201512,43.5,3.4
201612,44.6,4.5
201712,42.6,2.5
201812,40.6,0.5
201912,39.3,-0.8
202012,42.4,2.3
202112,44.3,4.2
