Date,Value,Anomaly
201012,47.1,1.0
201112,45.5,-0.6
201212,47.1,1.0
201312,47.2,1.1
201412,48.4,2.3
201512,50.0,3.9
201612,48.6,2.5
201712,46.8,0.7
201812,48.1,2.0
201912,46.5,0.4
202012,48.1,2.0
202112,48.3,2.2
