Date,Value,Anomaly
201012,43.3,0.7
201112,42.4,-0.2
201212,45.1,2.5
201312,43.7,1.1
201412,45.1,2.5
201512,46.4,3.8
201612,45.1,2.5
201712,44.3,1.7
201812,44.5,1.9
201912,43.0,0.4
202012,44.3,1.7
202112,45.4,2.8
