Date,Value,Anomaly
201012,45.1,0.5
201112,44.8,0.2
201212,49.3,4.7
201312,44.0,-0.6
201412,43.7,-0.9
201512,47.5,2.9
201612,48.4,3.8
201712,46.8,2.2
201812,44.1,-0.5
201912,42.3,-2.3
202012,46.8,2.2
202112,48.0,3.4
