Date,Value,Anomaly
201012,48.3,0.7
201112,47.6,0.0
201212,50.9,3.3
201312,47.8,0.2
201412,50.4,2.8
201512,50.7,3.1
201612,50.2,2.6
201712,50.7,3.1
201812,50.4,2.8
201912,47.9,0.3
202012,50.4,2.8
202112,50.7,3.1
