Date,Value
199512,65.2
199612,65.4
199712,63.9
199812,67.0
199912,66.6
200012,66.5
200112,65.7
200212,65.0
200312,65.5
200412,65.2
200512,66.0
200612,67.1
200712,64.8
200812,65.5
200912,65.8
201012,65.1
201112,67.3
201212,67.8
201312,65.1
201412,64.9
201512,65.8
201612,67.2
201712,67.3
201812,66.0
201912,65.9
202012,66.9
202112,66.2
