Date,Value
199512,44.7
199612,41.6
199712,44.8
199812,47.4
199912,47.8
200012,46.0
200112,46.5
200212,46.2
200312,46.1
200412,46.3
200512,47.3
200612,48.1
200712,46.8
200812,43.8
200912,43.6
201012,45.1
201112,44.8
201212,49.3
201312,44.0
201412,43.7
201512,47.5
201612,48.4
201712,46.8
201812,44.1
201912,42.3
202012,46.8
202112,48.0
