Date,Value
199512,59.4
199612,59.0
199712,58.7
199812,62.1
199912,61.3
200012,60.3
200112,60.8
200212,59.4
200312,59.9
200412,60.2
200512,60.8
200612,62.2
200712,60.1
200812,59.6
200912,59.4
201012,60.3
201112,61.6
201212,63.2
201312,58.8
201412,58.9
201512,60.8
201612,62.3
201712,61.8
201812,60.2
201912,59.9
202012,60.7
202112,60.8
