Date,Value
199512,51.5
199612,50.1
199712,50.5
199812,55.0
199912,53.2
200012,51.6
200112,53.2
200212,53.1
200312,51.1
200412,52.2
200512,52.9
200612,53.4
200712,53.3
200812,51.0
200912,51.3
201012,52.6
201112,53.1
201212,55.1
201312,51.2
201412,49.4
201512,52.3
201612,54.2
201712,54.0
201812,52.6
201912,52.4
202012,53.3
202112,53.5
