Date,Value
199512,54.3
199612,54.7
199712,52.9
199812,54.2
199912,54.3
200012,55.2
200112,54.6
200212,54.4
200312,55.5
200412,53.5
200512,54.7
200612,54.7
200712,54.2
200812,53.6
200912,54.3
201012,54.2
201112,54.6
201212,56.0
201312,53.7
201412,54.8
201512,54.9
201612,55.5
201712,56.4
201812,55.5
201912,54.5
202012,56.0
202112,55.4
