Date,Value
199512,62.5
199612,61.8
199712,62.2
199812,64.7
199912,63.4
200012,62.2
200112,63.3
200212,63.7
200312,62.4
200412,63.2
200512,63.1
200612,63.6
200712,64.3
200812,63.0
200912,62.7
201012,62.6
201112,64.1
201212,64.5
201312,62.3
201412,62.2
201512,64.5
201612,64.9
201712,65.1
201812,64.3
201912,65.0
202012,64.6
202112,63.7
