Date,Value
199512,45.7
199612,45.8
199712,44.8
199812,46.3
199912,46.6
200012,47.0
200112,46.9
200212,46.1
200312,47.0
200412,45.8
200512,46.8
200612,46.5
200712,46.2
200812,44.9
200912,45.2
201012,46.2
201112,45.4
201212,48.3
201312,45.1
201412,46.1
201512,47.4
201612,47.3
201712,47.9
201812,47.2
201912,45.3
202012,47.3
202112,47.5
