year,precipitation
1995,43.66
1996,57.33
1997,43.12
1998,47.57
1999,46.18
2000,48.77
2001,34.87
2002,44.89
2003,50.38
2004,43.24
2005,61.09
2006,58.25
2007,48.33
2008,60.78
2009,51.67
2010,50.00
2011,57.49
2012,45.18
2013,45.76
2014,49.64
2015,44.01
2016,39.57
2017,49.17
2018,51.80
2019,50.25
2020,41.80
2021,45.98
