year,precipitation
1995,47.95
1996,56.75
1997,49.05
1998,49.32
1999,38.09
2000,45.29
2001,45.43
2002,53.51
2003,55.98
2004,55.94
2005,39.80
2006,52.37
2007,41.86
2008,46.51
2009,54.35
2010,43.54
2011,64.35
2012,43.21
2013,55.78
2014,47.11
2015,58.31
2016,49.19
2017,50.26
2018,63.74
2019,61.32
2020,58.11
2021,53.39
