year,precipitation
1995,27.68
1996,24.60
1997,34.19
1998,27.99
1999,22.05
2000,27.83
2001,29.11
2002,30.65
2003,24.20
2004,39.36
2005,22.20
2006,25.13
2007,36.20
2008,23.80
2009,28.54
2010,27.81
2011,14.70
2012,24.10
2013,26.02
2014,24.01
2015,41.23
2016,32.10
2017,30.28
2018,33.72
2019,26.86
2020,26.17
2021,28.79
