year,precipitation
1995,32.26
1996,33.66
1997,29.21
1998,39.57
1999,32.28
2000,29.73
2001,34.59
2002,29.48
2003,28.69
2004,35.41
2005,29.84
2006,32.40
2007,42.41
2008,42.92
2009,39.15
2010,44.05
2011,31.83
2012,25.61
2013,34.44
2014,38.69
2015,42.53
2016,38.10
2017,32.36
2018,45.08
2019,41.63
2020,29.28
2021,30.84
