year,precipitation
1995,42.29
1996,60.30
1997,42.68
1998,50.08
1999,49.15
2000,48.74
2001,39.54
2002,47.42
2003,56.12
2004,48.61
2005,54.68
2006,57.01
2007,45.54
2008,59.53
2009,50.50
2010,48.54
2011,63.69
2012,39.39
2013,43.39
2014,45.01
2015,37.08
2016,36.73
2017,44.10
2018,62.16
2019,53.91
2020,43.37
2021,51.07
