year,precipitation
1995,11.44
1996,8.74
1997,12.71
1998,14.44
1999,10.37
2000,11.13
2001,10.79
2002,6.97
2003,10.51
2004,13.52
2005,13.09
2006,9.76
2007,10.99
2008,12.31
2009,7.03
2010,13.91
2011,9.63
2012,9.56
2013,12.13
2014,11.07
2015,14.39
2016,12.28
2017,9.47
2018,11.67
2019,14.69
2020,6.56
2021,12.57
