year,precipitation
1995,11.74
1996,14.13
1997,18.64
1998,14.10
1999,14.95
2000,13.36
2001,11.82
2002,12.29
2003,9.07
2004,17.25
2005,14.34
2006,15.97
2007,14.75
2008,13.74
2009,11.94
2010,14.82
2011,9.80
2012,8.41
2013,13.67
2014,13.20
2015,19.33
2016,12.94
2017,14.80
2018,12.72
2019,13.38
2020,8.35
2021,12.34
