year,precipitation
1995,31.83
1996,34.00
1997,29.93
1998,29.56
1999,31.40
2000,33.02
2001,35.17
2002,30.90
2003,31.08
2004,35.35
2005,29.89
2006,35.85
2007,30.66
2008,36.85
2009,33.87
2010,31.22
2011,36.82
2012,31.00
2013,38.23
2014,36.66
2015,31.74
2016,35.86
2017,39.27
2018,36.17
2019,41.83
2020,35.31
2021,32.88
