year,precipitation
1995,29.51
1996,27.77
1997,25.20
1998,28.83
1999,29.67
2000,27.98
2001,29.28
2002,28.59
2003,22.20
2004,29.87
2005,31.60
2006,22.78
2007,29.21
2008,27.34
2009,26.39
2010,33.44
2011,24.35
2012,26.17
2013,29.01
2014,29.12
2015,29.46
2016,33.54
2017,28.30
2018,30.08
2019,35.66
2020,24.40
2021,23.57
