year,precipitation
1995,25.47
1996,22.91
1997,21.12
1998,24.87
1999,21.61
2000,19.12
2001,20.18
2002,14.30
2003,17.13
2004,20.79
2005,20.70
2006,15.93
2007,22.94
2008,23.68
2009,22.59
2010,24.68
2011,22.13
2012,14.58
2013,24.94
2014,20.19
2015,22.78
2016,20.68
2017,17.63
2018,23.25
2019,31.40
2020,16.17
2021,18.15
