year,precipitation
1995,51.08
1996,54.95
1997,51.07
1998,48.61
1999,49.30
2000,34.21
2001,39.16
2002,36.51
2003,43.47
2004,37.65
2005,38.64
2006,50.26
2007,40.24
2008,37.39
2009,39.90
2010,47.32
2011,43.82
2012,52.87
2013,35.68
2014,48.80
2015,43.25
2016,49.14
2017,48.73
2018,41.32
2019,33.07
2020,45.25
2021,43.87
