year,precipitation
1995,20.28
1996,17.30
1997,17.98
1998,19.57
1999,15.94
2000,14.31
2001,11.91
2002,11.97
2003,15.13
2004,14.56
2005,16.27
2006,12.74
2007,15.05
2008,16.05
2009,17.00
2010,17.25
2011,18.55
2012,10.96
2013,16.32
2014,18.10
2015,16.71
2016,17.28
2017,18.66
2018,16.12
2019,18.34
2020,11.72
2021,14.37
