year,precipitation
1995,38.67
1996,46.85
1997,38.35
1998,39.97
1999,33.07
2000,40.85
2001,37.30
2002,38.60
2003,46.42
2004,45.45
2005,40.11
2006,43.56
2007,41.16
2008,44.11
2009,36.50
2010,36.76
2011,55.95
2012,37.28
2013,41.69
2014,38.56
2015,43.01
2016,37.39
2017,45.51
2018,50.93
2019,46.87
2020,42.32
2021,41.68
