year,precipitation
1995,42.05
1996,43.68
1997,39.81
1998,49.87
1999,36.85
2000,35.70
2001,43.61
2002,40.21
2003,40.03
2004,44.53
2005,36.41
2006,38.01
2007,39.58
2008,56.10
2009,51.71
2010,44.57
2011,45.70
2012,31.03
2013,45.71
2014,39.32
2015,55.52
2016,39.44
2017,41.45
2018,43.00
2019,53.82
2020,46.34
2021,44.01
