Date,Value
199512,55.0
199612,54.0
199712,54.5
199812,57.4
199912,56.3
200012,54.9
200112,55.8
200212,56.6
200312,55.0
200412,55.9
200512,55.9
200612,56.6
200712,56.8
200812,55.7
200912,55.2
201012,55.9
201112,57.0
201212,57.6
201312,55.1
201412,54.4
201512,56.5
201612,57.1
201712,57.3
201812,56.6
201912,57.5
202012,57.4
202112,57.1
